ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
106 Riverside Drive,South Guildford,751000,2,1,1,855,96,1955,10600,Success Hill Station,1600,"06-2016
",6055,-31.91348,115.96148,CYRIL JACKSON SENIOR CAMPUS,1.796503001538967,
106 Salisbury Street,Bedford,835000,4,2,4,765,178,1937,5000,Maylands Station,1400,"05-2019
",6052,-31.91547,115.89019,CHISHOLM CATHOLIC COLLEGE,1.0739041397588007,29
106 Stonehaven Parade,Kinross,539000,4,1,NULL,602,242,1999,28100,Currambine Station,817,"07-2018
",6028,-31.71832,115.74672,LAKE JOONDALUP BAPTIST COLLEGE,2.5443612703463945,80
106 Sydenham Street,Kewdale,800000,4,2,2,674,238,2008,6500,Vic,2200,"12-2017
",6105,-31.96787,115.92532,BELMONT CITY COLLEGE,1.318006424068271,57
106 Tapping Way,Quinns Rocks,430000,4,2,2,675,179,1994,35200,Butler Station,3500,"09-2018
",6030,-31.66719,115.69862,PETER MOYES ANGLICAN COMMUNITY SCHOOL,1.2487982715596828,55
106 Ulcombe Street,Kenwick,490000,4,2,2,688,235,2008,15200,Madding,823,"07-2015
",6107,-32.04215377,115.9799173,ST FRANCIS' SCHOOL,0.6044193561967699,
106 Warner Road,Parmelia,362000,3,1,2,607,125,2000,33100,Kwinana Station,1800,"11-2015
",6167,-32.24866,115.83254,THE KING'S COLLEGE,0.8861066312039798,
106 Waterhall Road,South Guildford,477000,4,2,1,701,125,1995,13000,East Guildford Station,2000,"10-2016
",6055,-31.91306,115.98814,GUILDFORD GRAMMAR SCHOOL,2.1967450000330686,52
1065 Helena Terrace,Sawyers Valley,730000,4,2,2,7559,240,1977,31900,Midland Station,18000,"11-2010
",6074,-31.90242,116.19146,MUNDARING CHRISTIAN COLLEGE,1.1350905150512165,
1065 Railway Terrace,Sawyers Valley,370000,4,2,2,10165,270,2016,31900,Midland Station,18000,"01-2013
",6074,-31.90029993,116.1916519,MUNDARING CHRISTIAN COLLEGE,1.0896085519793912,
1065 William Road,Mount Helena,685000,2,1,1,40096,133,1960,33800,Midland Station,19100,"04-2014
",6082,-31.86050891,116.2004663,EASTERN HILLS SENIOR HIGH SCHOOL,2.3827114525249065,105
106A Aurelian Street,Palmyra,495000,3,1,2,1012,80,1988,12200,Fremantle Station,4500,"02-2020
",6157,-32.04609,115.79234,MELVILLE SENIOR HIGH SCHOOL,1.2373299605075476,61
106a Clement Street,Swanbourne,1610000,4,2,2,450,222,1996,10200,Grant Street Station,998,"12-2015
",6010,-31.98137,115.7565,PRESBYTERIAN LADIES COLLEGE,1.5738507009632707,11
106B Ardross Street,Applecross,1570000,5,3,5,644,400,1996,7400,Canning Bridge Station,1800,"06-2017
",6153,-32.01695636,115.839484,APPLECROSS SENIOR HIGH SCHOOL,1.4422436318936802,34
106b Hale Road,Wembley Downs,800000,4,2,2,512,170,1989,9100,Stirling Station,3600,"07-2018
",6019,-31.913,115.77394,HALE SCHOOL,0.9323877845546702,6
107 Armadale Road,Rivervale,368000,3,1,1,894,109,1994,5700,Burswood Station,1700,"11-2019
",6103,-31.96195799,115.9179302,ST CLARE'S SCHOOL,1.34705299801589,
107 Aurelian Street,Palmyra,745000,2,1,2,785,124,1964,12100,Fremantle Station,4600,"10-2018
",6157,-32.0455,115.79347,MELVILLE SENIOR HIGH SCHOOL,1.1341470214000844,61
107 BAYSIDE BOULEVARD,Port Kennedy,530000,6,2,2,705,250,2004,47300,Warnbro Station,4800,"10-2020
",6172,-32.3664892,115.7487246,WARNBRO COMMUNITY HIGH SCHOOL,2.5227563077466675,
107 Boomerang Loop,Banksia Grove,455000,4,2,2,480,221,2011,29700,Clarkson Station,6400,"07-2017
",6031,-31.68962145,115.8056348,JOSEPH BANKS SECONDARY COLLEGE,1.3215483066943683,92
107 Bulong Avenue,Redcliffe,452000,3,1,1,505,111,1974,8700,Bassendean Station,3100,"02-2018
",6104,-31.93097615,115.9474494,CYRIL JACKSON SENIOR CAMPUS,2.0639016720126815,
107 Calais Road,Wembley Downs,835125,3,2,2,568,162,1989,9900,Stirling Station,3800,"05-2017
",6019,-31.90864,115.76777,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.461914758251845,
107 Celeste Street,Alkimos,480000,4,2,2,548,244,2015,43300,Butler Station,5200,"02-2019
",6038,-31.59918234,115.6657751,YANCHEP SECONDARY COLLEGE,5.605286493285313,
107 Cleopatra Street,Palmyra,505000,3,1,2,432,110,1960,11700,North Fremantle Station,4100,"02-2019
",6157,-32.04095,115.79279,MELVILLE SENIOR HIGH SCHOOL,1.3352530130295523,61
107 Clifton Crescent,Inglewood,835000,3,3,2,739,330,1998,3900,Mount Lawley Station,1500,"06-2020
",6052,-31.921528,115.8793691,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.908830330819065,20
107 Daleford Way,Southern River,560000,4,2,4,646,257,NULL,18700,Thornlie Station,6000,"02-2019
",6110,-32.10077597,115.9506485,PROVIDENCE CHRISTIAN COLLEGE,1.3198384349696746,38
107 Dyson Street,Kensington,750000,3,1,1,766,118,1940,4300,Carlisle Station,2700,"03-2016
",6151,-31.98473,115.88294,KENT STREET SENIOR HIGH SCHOOL,0.9234143905584967,93
107 Folland Parade,Atwell,410000,4,2,2,583,120,1999,21400,Cockburn Central Station,2200,"12-2017
",6164,-32.14413,115.86557,ATWELL COLLEGE,0.13546592810865285,129
107 Gardiner Street,Belmont,386000,5,2,4,849,167,1968,8100,Ashfield Station,4200,"05-2018
",6104,-31.94974952,115.9449661,BELMONT CITY COLLEGE,1.4219255285152634,57
107 Glen Iris Drive,Jandakot,840000,4,3,4,648,457,NULL,16000,Murdoch Station,3200,"06-2018
",6164,-32.09541,115.85081,LAKELAND SENIOR HIGH SCHOOL,1.5863142519076179,
107 Goodwood Way,Canning Vale,640000,4,2,NULL,624,263,1999,16500,Thornlie Station,6100,"12-2019
",6155,-32.09225,115.91459,CANNING VALE COLLEGE,1.2936757002680792,68
107 Hope Street,White Gum Valley,564000,2,1,4,485,83,1940,14400,Fremantle Station,2700,"10-2016
",6162,-32.05879141,115.7720981,FREMANTLE COLLEGE,1.0860060086410872,128
107 Lissadell Street,Floreat,1905000,4,3,2,982,224,1946,5900,Shen,2400,"04-2018
",6014,-31.93901,115.79827,NEWMAN COLLEGE,2.0385650095339938,44
107 Maamba Road,Wattle Grove,646000,4,2,2,607,317,2007,13700,Madding,5400,"03-2017
",6107,-32.00167282,115.9922999,HERITAGE COLLEGE PERTH,3.368166584225231,
107 Main Street,Osborne Park,930000,3,1,1,1012,95,1962,6100,Glendalough Station,1200,"06-2016
",6017,-31.90437,115.82786,SERVITE COLLEGE,0.5765063838004897,65
107 Mallard Way,Cannington,395000,4,2,2,386,130,1995,9800,Queens Park Station,249,"07-2018
",6107,-32.00927,115.93814,SEVENOAKS SENIOR COLLEGE,0.5308052420466226,114
107 Marlock Drive,Greenwood,439000,3,1,1,1015,90,1976,15000,Warwick Station,2200,"05-2019
",6024,-31.82616605,115.8038833,GREENWOOD COLLEGE,1.1756756722565562,86
107 Millbrook Avenue,Bertram,240000,3,2,2,221,102,NULL,31800,Kwinana Station,380,"09-2020
",6167,-32.23797643,115.8447825,THE KING'S COLLEGE,1.9040261448631732,
107 Murdoch Drive,Singleton,450000,4,2,2,649,205,2004,55200,Mandurah Station,9800,"05-2016
",6175,-32.43984613,115.7540556,COMET BAY COLLEGE,2.8028138397418427,35
107 Newbold Road,Casuarina,815000,4,2,2,23933,270,1986,30900,Kwinana Station,3900,"07-2010
",6167,-32.2288,115.8835,THE KING'S COLLEGE,5.057372855026789,
107 Osprey Drive,Yangebup,430000,3,2,2,700,147,NULL,18400,Cockburn Central Station,3800,"11-2017
",6164,-32.11447,115.82034,DIVINE MERCY COLLEGE,1.2240639831832336,
107 Oxley Avenue,Padbury,565000,4,1,3,712,161,1975,19700,Whitfords Station,2300,"10-2017
",6025,-31.7973,115.7583,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.4643876622880379,58
107 Papago Loop,Brabham,468000,4,2,2,512,203,2013,17900,Guildford Station,9000,"04-2019
",6055,-31.81837355,115.9633958,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,3.3896986204474455,53
107 Paterson Road,Mount Nasura,485000,4,2,2,1523,191,1985,26700,Sherwood Station,2100,"06-2015
",6112,-32.14157797,116.0318797,SOWILO COMMUNITY HIGH SCHOOL,2.385577384858982,
107 Piazza Link,Alkimos,182000,4,2,2,353,175,NULL,39900,Butler Station,1600,"06-2018
",6038,-31.62134979,115.6968171,BUTLER COLLEGE,3.554656333070493,39
107 Powell Crescent,Brookdale,300000,3,1,1,759,120,1989,27100,Armadale Station,1800,"10-2013
",6112,-32.16481,115.99815,DALE CHRISTIAN SCHOOL,0.6124605314089286,
107 Ridgewood Boulevard,Ridgewood,340000,4,2,2,620,165,NULL,34700,Clarkson Station,3500,"04-2019
",6030,-31.662339,115.723146,ALKIMOS BAPTIST COLLEGE,1.2479079423279649,
107 Samson Street,White Gum Valley,1100000,4,2,2,752,158,2004,14700,Fremantle Station,2700,"07-2017
",6162,-32.06167,115.77129,FREMANTLE COLLEGE,0.7609773218920427,128
107 Seagrove Boulevard,Merriwa,420000,5,2,2,454,156,2004,35600,Butler Station,2800,"03-2016
",6030,-31.65715644,115.7140735,ALKIMOS BAPTIST COLLEGE,0.5103489312306145,
107 Stubbs Terrace,Daglish,1360000,4,2,2,585,110,1945,4400,Daglish Station,80,"09-2009
",6008,-31.95172338,115.8123546,SHENTON COLLEGE,1.2510895297571978,14
107 Sussex Street,East Victoria Park,860000,3,1,2,435,143,1952,5300,Oats Street Station,2000,"09-2020
",6101,-31.98842,115.89506,KENT STREET SENIOR HIGH SCHOOL,0.3775216168552977,93
107 Tapping Way,Quinns Rocks,445000,3,1,1,870,101,1985,35200,Butler Station,3600,"04-2018
",6030,-31.66715,115.6975,PETER MOYES ANGLICAN COMMUNITY SCHOOL,1.32632008704287,55
107 Torquata Boulevard,Helena Valley,565000,4,2,2,695,182,1995,16800,Midland Station,4400,"11-2016
",6056,-31.92029,116.03273,SWAN VIEW SENIOR HIGH SCHOOL,3.810425199612601,
107 Trafalgar Road,Lesmurdie,660000,4,2,3,2152,208,1970,18000,Madding,8400,"01-2019
",6076,-31.99433,116.04334,ST BRIGID'S COLLEGE,0.8620350212519751,99
107 Twelfth Road,Haynes,1300000,4,2,2,27140,330,1990,25100,Armadale Station,4100,"03-2013
",6112,-32.15735271,115.9693061,DALE CHRISTIAN SCHOOL,2.7799204029054634,
107 Warrida Way,Maddington,435000,4,2,2,451,240,NULL,16900,Madding,1700,"06-2018
",6109,-32.04598834,116.0002516,ST FRANCIS' SCHOOL,1.500441898700954,
107 Yamba Drive,Keysbrook,525000,4,1,NULL,19212,170,1982,59400,Armadale Station,34900,"05-2016
",6126,-32.46741563,116.0211141,FAIRBRIDGE COLLEGE,16.87674051162452,
1075 Katharine Street,Bellevue,365000,3,1,1,708,120,1983,17500,Midland Station,4000,"11-2016
",6056,-31.90955,116.03709,SWAN VIEW SENIOR HIGH SCHOOL,2.548401983427665,
107B Kitchener Road,Alfred Cove,710000,3,2,2,555,149,1995,10300,Bull Creek Station,4100,"02-2016
",6154,-32.03595053,115.813011,MELVILLE SENIOR HIGH SCHOOL,1.3545393885194912,61
107B Renou Street,East Cannington,400000,3,2,2,229,86,2006,11200,Canning,625,"04-2016
",6107,-32.01577698,115.9510749,SEVENOAKS SENIOR COLLEGE,0.9047905309451352,114
108 Alma Road,North Perth,745000,3,2,2,306,143,1990,2200,Perth Station,2000,"01-2020
",6006,-31.93285604,115.8620684,PERTH COLLEGE,1.2797889396949789,9
108 Brookdale Street,Floreat,1530000,5,3,2,838,331,2009,6400,Karrakatta Station,2800,"10-2019
",6014,-31.94344,115.79217,JOHN XXIII COLLEGE,1.9605247038095224,8
108 Camborne Parkway,Butler,362500,3,2,2,384,153,NULL,37900,Butler Station,505,"09-2020
",6036,-31.6398,115.69907,BUTLER COLLEGE,1.604048818536155,39
108 Cathedral Avenue,Brigadoon,1415000,4,2,2,33243,191,1994,24300,Midland Station,11500,"02-2015
",6069,-31.79217,116.03305,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,4.506465257714325,53
108 Cockman Cross,Stratton,390000,5,2,4,497,133,NULL,19900,Midland Station,4900,"01-2015
",6056,-31.86454,116.04228,SWAN VIEW SENIOR HIGH SCHOOL,2.5589435943986016,
108 Drabble Road,City Beach,1300000,5,3,2,827,278,1981,10200,Stirling Station,4100,"07-2017
",6015,-31.90818,115.76473,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.6250534771900764,
108 Drake Street,Embleton,435000,3,1,7,356,95,1962,6400,Bayswater Station,1200,"12-2015
",6062,-31.90946911,115.9046709,CHISHOLM CATHOLIC COLLEGE,0.44942609018382534,29
108 Forrest Street,Fremantle,625000,2,1,3,390,116,1984,13600,Fremantle Station,2400,"10-2020
",6160,-32.04812496,115.7698856,JOHN CURTIN COLLEGE OF THE ARTS,1.2892493754542478,25
108 Hardey Road,Glen Forrest,740000,4,2,2,2400,226,1994,23700,Midland Station,10200,"10-2019
",6071,-31.91494,116.10589,HELENA COLLEGE,1.5974527600302602,78
108 Hawker Street,Shoalwater,380000,4,2,2,546,191,2008,40300,Rockingham Station,3800,"02-2016
",6169,-32.29516143,115.7208755,ROCKINGHAM SENIOR HIGH SCHOOL,1.784898149709783,
108 Herbert Road,Shenton Park,1975000,4,3,4,775,325,1917,4700,Shen,573,"02-2017
",6008,-31.96213,115.8108,SHENTON COLLEGE,0.7834306886121684,14
108 Kinross Drive,Kinross,480000,4,2,2,653,178,1995,28900,Currambine Station,1900,"01-2020
",6028,-31.71542,115.73327,YOUTH FUTURES COMMUNITY SCHOOL,2.9883697359582033,
108 Kitchener Road,Alfred Cove,1185000,5,2,2,828,339,2013,10300,Bull Creek Station,4000,"12-2016
",6154,-32.03663,115.81388,MELVILLE SENIOR HIGH SCHOOL,1.3377781922464387,61
108 Liberty Drive,Clarkson,415000,4,2,2,514,205,2007,32300,Clarkson Station,1000,"03-2020
",6030,-31.681932,115.734188,CLARKSON COMMUNITY HIGH SCHOOL,0.8647283787568643,
108 Lysander Drive,Heathridge,332000,3,1,NULL,741,95,1984,23900,Joondalup Station,1800,"09-2020
",6027,-31.75641115,115.7547249,PRENDIVILLE CATHOLIC COLLEGE,1.4354347763256488,60
108 Milne Street,Bayswater,940000,4,2,2,663,230,2007,6000,Bayswater Station,1300,"11-2020
",6053,-31.92905,115.91655,CHISHOLM CATHOLIC COLLEGE,2.4663326036066358,29
108 Moolanda Boulevard,Kingsley,525000,3,1,1,722,112,1979,16700,Greenwood Station,2300,"11-2020
",6026,-31.80963,115.80525,THE MONTESSORI SCHOOL,0.3802191551671544,
108 Queens Road,South Guildford,800000,4,2,3,1682,324,2014,11700,Guildford Station,1500,"04-2016
",6055,-31.91061,115.97282,GUILDFORD GRAMMAR SCHOOL,2.0328398532174585,52
108 Rochdale Road,Mount Claremont,1100000,4,2,2,1012,185,1990,8100,Swanbourne Station,2100,"11-2016
",6010,-31.96406,115.77435,JOHN XXIII COLLEGE,1.0883065516450632,8
108 Selkirk Drive,Kinross,485000,4,2,2,603,144,2002,28800,Currambine Station,1500,"12-2020
",6028,-31.71254,115.74548,LAKE JOONDALUP BAPTIST COLLEGE,3.1570395715989155,80
108 South Western Highway,Mount Richon,408000,2,2,2,1011,241,1945,27200,Armadale Station,566,"04-2020
",6112,-32.1560792,116.0184125,ARMADALE SENIOR HIGH SCHOOL,0.7163983099806625,
108 St Andrews Drive,Yanchep,259000,3,1,2,690,86,1990,50100,Butler Station,11800,"03-2019
",6035,-31.53842,115.6504,YANCHEP SECONDARY COLLEGE,1.7021742748614643,
108 Station Street,Martin,1100000,4,2,3,18440,272,1990,19000,Gosnells Station,1400,"05-2015
",6110,-32.06367,116.01187,LUMEN CHRISTI COLLEGE,0.412304958476722,122
108 Stoneham Road,Attadale,1885000,5,4,2,910,290,1972,9400,North Fremantle Station,5100,"06-2018
",6156,-32.02391,115.80581,SANTA MARIA COLLEGE,1.1108850023412655,10
108 The Boulevard,Floreat,1710000,5,2,2,1235,265,1955,6600,Loch Street Station,4100,"11-2019
",6014,-31.935,115.79173,NEWMAN COLLEGE,1.3764001122367013,44
108 Wymond Road,Roleystone,565000,4,2,2,41404,191,1985,28800,Challis Station,6100,"08-2018
",6111,-32.13265,116.07744,SOUTHERN HILLS CHRISTIAN COLLEGE,6.101880021357787,
1085 Coulston Road,Boya,180000,3,3,1,1063,286,1978,18800,Midland Station,5500,"11-2002
",6056,-31.91403813,116.0530287,TREETOPS MONTESSORI SCHOOL,2.1093654702340676,
109 Ardleigh Crescent,Hamersley,545000,4,1,2,820,150,1976,12500,Warwick Station,1300,"09-2017
",6022,-31.84803,115.80905,WARWICK SENIOR HIGH SCHOOL,1.2024941207792939,
109 Arnott Street,Trigg,820000,5,2,3,522,210,1965,12900,Warwick Station,4700,"02-2014
",6029,-31.87271186,115.7593063,ST MARY'S ANGLICAN GIRLS' SCHOOL,0.8086286851712235,7
109 Balladong Loop,Carramar,472800,4,2,2,619,182,1999,27600,Currambine Station,3300,"02-2019
",6031,-31.71332,115.78263,JOSEPH BANKS SECONDARY COLLEGE,2.097429511862706,92
109 Blackall Drive,Greenwood,476000,4,1,1,683,129,1976,15100,Warwick Station,2200,"05-2019
",6024,-31.8254,115.80184,GREENWOOD COLLEGE,0.9874174645518375,86
109 Bottlebrush Drive,Kiara,410000,4,2,2,681,117,1990,10600,Bassendean Station,2300,"08-2015
",6054,-31.88422,115.93719,KIARA COLLEGE,0.7785257511086812,
109 Bradford Street,Coolbinia,890000,3,1,2,759,160,1959,4400,Glendalough Station,3100,"09-2010
",6050,-31.9123,115.85588,CARMEL SCHOOL,1.5797011748429606,13
109 Bruns Drive,Darling Downs,1220000,5,2,3,5213,290,NULL,30200,Armadale Station,4100,"12-2010
",6122,-32.19054729,116.0127375,ARMADALE SENIOR HIGH SCHOOL,3.231607992055757,
109 Calista Avenue,Calista,385000,3,1,3,827,150,NULL,33400,Wellard Station,1800,"05-2014
",6167,-32.24954,115.80814,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.0553949789013166,
109 Challenger Avenue,Parmelia,318500,4,2,2,699,150,1996,33200,Wellard Station,2000,"01-2017
",6167,-32.24969,115.82949,THE KING'S COLLEGE,1.0425873313589975,
109 Chesterfield Road,Mirrabooka,750000,5,4,3,294,281,2010,9200,Stirling Station,6100,"12-2016
",6061,-31.86925284,115.8624538,ST ANDREW'S GRAMMAR,1.1213646773083248,
109 Conidae Drive,Heathridge,450000,4,1,1,693,129,1987,22100,Edgewater Station,868,"08-2020
",6027,-31.76833,115.77061,MATER DEI COLLEGE,0.6920246111847421,104
109 Devenish Street,East Victoria Park,960000,3,1,NULL,753,244,NULL,6300,Welshpool Station,2000,"03-2020
",6101,-31.99542,115.90187,KENT STREET SENIOR HIGH SCHOOL,1.3866529802210912,93
109 Edward Street,Bedford,629000,4,2,2,411,160,2003,6100,Maylands Station,2700,"11-2019
",6052,-31.90401,115.88879,JOHN FORREST SECONDARY COLLEGE,1.1426926564076618,74
109 Fern Road,Wilson,650000,3,1,2,801,90,1970,9200,Welshpool Station,3100,"07-2016
",6107,-32.02148,115.91286,FOUNTAIN COLLEGE,1.8001183451660618,
109 Kawina Road,Bickley,990000,4,2,2,16848,213,1977,22900,Madding,12000,"09-2017
",6076,-31.99869767,116.0952998,CARMEL ADVENTIST COLLEGE,1.7873529152519505,
109 Keehner Entrance,Martin,247000,4,2,2,465,196,2015,19800,Seaforth Station,1200,"01-2014
",6110,-32.07355129,116.0129654,LUMEN CHRISTI COLLEGE,0.6928456426132594,122
109 Kitchener Street,Trigg,1105000,4,2,2,507,232,2002,13000,Warwick Station,4800,"11-2016
",6029,-31.8725914,115.7582822,ST MARY'S ANGLICAN GIRLS' SCHOOL,0.8960437551791326,7
109 Knutsford Avenue,Rivervale,392000,3,1,2,368,93,1945,6300,Burswood Station,2300,"01-2020
",6103,-31.96077,115.92471,BELMONT CITY COLLEGE,0.9411781078528562,57
109 Loton Road,Millendon,1000000,3,1,NULL,44229,190,1956,24400,Midland Station,10500,"10-2016
",6056,-31.80791,116.05301,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,6.562268183993128,53
109 Oats Street,Carlisle,485000,3,2,2,527,180,1956,7000,Carlisle Station,1400,"11-2017
",6101,-31.9791846,115.9256412,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.6558547412219635,102
109 Old Dairy Court,Oakford,820000,4,2,6,20168,249,2004,28200,Armadale Station,8200,"09-2013
",6121,-32.19537649,115.9415021,BYFORD SECONDARY COLLEGE,6.482722938002305,116
109 Rousset Road,Mariginiup,660000,4,2,2,24881,174,1986,25400,Currambine Station,7900,"02-2005
",6078,-31.72533,115.83408,WANNEROO SECONDARY COLLEGE,4.039502713172431,131
109 Secret Harbour Boulevard,Secret Harbour,421000,4,2,2,627,195,1995,50500,Warnbro Station,8000,"09-2020
",6173,-32.39588,115.74714,COMET BAY COLLEGE,2.6702162307612416,35
109 Sevenoaks Street,Bentley,430000,3,1,6,1011,180,1930,8800,Queens Park Station,850,"02-2017
",6102,-32.00237313,115.9313742,ST NORBERT COLLEGE,0.8746102585819994,42
109 Shakespeare Street,Mount Hawthorn,900000,4,1,2,446,140,1970,4200,Glendalough Station,1800,"08-2018
",6016,-31.91741,115.84183,ARANMORE CATHOLIC COLLEGE,1.0817350802130512,106
109 Shiraz Boulevard,Pearsall,502000,4,2,2,604,236,2005,18900,Whitfords Station,4000,"01-2020
",6065,-31.7850321,115.821678,ALTA-1,0.7918376721919579,
109 Spencer Road,Langford,295000,3,1,NULL,700,91,1980,12700,Thornlie Station,1100,"04-2018
",6147,-32.03866297,115.9471101,LANGFORD ISLAMIC COLLEGE,1.247630624001203,85
109 Tangadee Road,Golden Bay,295000,3,2,2,375,143,2012,53200,Warnbro Station,10700,"07-2019
",6174,-32.42267519,115.7630422,COMET BAY COLLEGE,0.764158290936909,35
109 Vincent Road,Sinagra,521000,4,2,2,590,190,2012,24100,Joondalup Station,4100,"12-2015
",6065,-31.73970693,115.8106261,WANNEROO SECONDARY COLLEGE,2.0654844040908644,131
109 Welwyn Avenue,Salter Point,1400000,4,2,2,1012,224,1972,8200,Canning Bridge Station,2100,"12-2015
",6152,-32.0252368,115.8690516,AQUINAS COLLEGE,0.6960659287070312,23
109 Winterfold Road,Coolbellup,660000,4,2,2,400,211,2011,14900,Murdoch Station,5100,"11-2015
",6163,-32.07499966,115.7970839,SETON CATHOLIC COLLEGE,0.43379869594135567,91
109 Wright Road,Mardella,85420,4,2,2,2049,287,2004,41100,Armadale Station,17300,"08-2003
",6125,-32.30669087,115.9826661,COURT GRAMMAR SCHOOL,4.198004826299066,
1091 Reen Road,Gidgegannup,890000,8,2,1,194530,276,1993,39100,Midland Station,24600,"11-2014
",6083,-31.73700992,116.1862596,EASTERN HILLS SENIOR HIGH SCHOOL,15.565865617117673,105
1095 Coulston Road,Boya,415000,3,1,1,1024,123,1970,18800,Midland Station,5500,"06-2015
",6056,-31.91421,116.05316,TREETOPS MONTESSORI SCHOOL,2.0916165399421662,
1095 Helena Terrace,Sawyers Valley,565000,3,1,2,6945,124,2000,31800,Midland Station,18000,"11-2014
",6074,-31.90246,116.19077,MUNDARING CHRISTIAN COLLEGE,1.0764176253298645,
1095 Margaret Road,Hovea,980000,4,2,6,12135,211,2005,24300,Midland Station,10000,"02-2015
",6071,-31.89407579,116.1064612,HELENA COLLEGE,2.0570912233042953,78
109A Moreing Road,Attadale,1237000,4,2,2,602,262,2014,10400,North Fremantle Station,4000,"10-2018
",6156,-32.02737701,115.7942191,SANTA MARIA COLLEGE,0.9863742048094466,10
109A Raleigh Street,Carlisle,450000,3,1,3,356,110,1949,6400,Oats Street Station,475,"06-2017
",6101,-31.98279,115.9158,ST CLARE'S SCHOOL,1.4628612147580826,
109A Shakespeare Avenue,Yokine,525000,3,2,2,912,122,NULL,5300,Mount Lawley Station,3500,"01-2020
",6060,-31.90532233,115.8670279,CARMEL SCHOOL,0.8346373658609036,13
